,id,borough,neighbourhood,host_id,availability_365
10622,8170072,queens,jamaica,20912691,0
10623,8170276,manhattan,upper east side,43119699,0
10624,8170917,manhattan,hell's kitchen,41466973,161
10625,8171965,queens,long island city,40336543,364
10626,8172864,brooklyn,kensington,3692257,0
10627,8172995,manhattan,east harlem,43134580,99
10628,8173226,manhattan,chinatown,12485696,0
10629,8173232,manhattan,upper east side,14196588,0
10630,8173434,brooklyn,bedford-stuyvesant,38378985,142
10631,8173559,brooklyn,sunset park,24982697,326
10632,8173563,brooklyn,bushwick,27990825,0
10633,8173609,manhattan,harlem,43137812,197
10634,8174397,manhattan,roosevelt island,9511935,0
10635,8174635,brooklyn,bedford-stuyvesant,20538121,14
10636,8182759,brooklyn,williamsburg,3538661,170
10637,8183112,brooklyn,crown heights,37563411,0
10638,8183217,brooklyn,crown heights,37563411,0
10639,8183563,manhattan,east village,10963050,211
10640,8184502,manhattan,financial district,43175172,0
10641,8185845,manhattan,upper east side,30283594,273
10642,8186068,brooklyn,williamsburg,2182167,0
10643,8186181,manhattan,midtown,56350,0
10644,8186924,brooklyn,fort greene,22751337,0
10645,8187719,brooklyn,bushwick,6898461,0
10646,8189063,brooklyn,williamsburg,3663218,0
10647,8189121,brooklyn,carroll gardens,333195,166
10648,8190219,brooklyn,prospect heights,1597935,0
10649,8190747,queens,woodside,43203249,364
10650,8191699,manhattan,upper east side,13184549,0
10651,8192079,manhattan,harlem,31804977,0
10652,8192443,brooklyn,williamsburg,31304940,104
10653,8192532,queens,woodside,13871584,0
10654,8192768,manhattan,harlem,2808153,263
10655,8192789,manhattan,harlem,2808153,271
10656,8193127,manhattan,tribeca,28421010,0
10657,8193608,manhattan,upper east side,10473601,0
10658,8194369,brooklyn,bedford-stuyvesant,13076168,0
10659,8194497,brooklyn,fort greene,7430851,0
10660,8195335,manhattan,harlem,43226806,0
10661,8195719,brooklyn,williamsburg,24128401,0
10662,8202455,manhattan,upper west side,43257501,0
10663,8204305,manhattan,upper west side,32791632,39
10664,8204392,brooklyn,williamsburg,11268108,3
10665,8205572,brooklyn,bushwick,10387090,346
10666,8206060,brooklyn,bedford-stuyvesant,3039478,0
10667,8207003,manhattan,east village,4307662,0
10668,8207453,brooklyn,williamsburg,1194064,0
10669,8207764,manhattan,east harlem,9911159,0
10670,8208090,brooklyn,bushwick,43282186,103
10671,8208285,manhattan,east village,22572797,270
10672,8208317,manhattan,theater district,17686601,0
10673,8208997,brooklyn,williamsburg,43286973,0
10674,8210379,brooklyn,prospect heights,344035,293
10675,8210423,manhattan,chelsea,19477617,80
10676,8210686,brooklyn,greenpoint,4998154,0
10677,8210840,brooklyn,bedford-stuyvesant,90860,283
10678,8211314,brooklyn,bushwick,27990825,0
10679,8211513,queens,ridgewood,43299973,0
10680,8212051,brooklyn,east flatbush,43302952,238
10681,8213015,brooklyn,crown heights,13563861,0
10682,8213227,manhattan,harlem,43298076,101
10683,8213488,brooklyn,bedford-stuyvesant,28025816,11
10684,8217454,brooklyn,clinton hill,1177497,365
10685,8219648,manhattan,washington heights,7806471,287
10686,8221965,manhattan,hell's kitchen,42849963,9
10687,8222742,manhattan,greenwich village,22529847,264
10688,8222951,brooklyn,crown heights,19379151,0
10689,8223230,brooklyn,greenpoint,43361668,343
10690,8224368,brooklyn,bushwick,4591602,206
10691,8225035,brooklyn,flatlands,43371802,365
10692,8225210,manhattan,harlem,43370599,89
10693,8225997,manhattan,east village,11004198,204
10694,8226137,manhattan,upper west side,37440683,0
10695,8226346,brooklyn,bushwick,41962603,0
10696,8228217,brooklyn,flatbush,43390488,89
10697,8231648,manhattan,washington heights,43330303,160
10698,8234295,brooklyn,bushwick,481603,0
10699,8234510,queens,astoria,7853503,0
10700,8234740,manhattan,hell's kitchen,37440412,0
10701,8235820,brooklyn,williamsburg,13716326,0
10702,8236539,brooklyn,greenpoint,43434198,0
10703,8236660,manhattan,lower east side,8332684,0
10704,8237244,manhattan,east village,38363621,0
10705,8238934,manhattan,harlem,43446271,79
10706,8239111,manhattan,washington heights,36192346,0
10707,8239352,queens,maspeth,43449898,176
10708,8239650,bronx,throgs neck,13407785,153
10709,8240016,brooklyn,bushwick,36791609,293
10710,8241378,manhattan,west village,43461780,0
10711,8241545,brooklyn,bedford-stuyvesant,21628945,333
10712,8241894,queens,long island city,6865699,0
10713,8247721,brooklyn,crown heights,43494916,0
10714,8249156,brooklyn,brownsville,22384027,158
10715,8250280,brooklyn,kensington,9775058,37
10716,8250457,manhattan,west village,43509184,0
10717,8250925,manhattan,east village,7455706,8
10718,8251228,brooklyn,crown heights,22384027,33
10719,8252369,brooklyn,williamsburg,10276104,151
10720,8253376,staten island,todt hill,43524236,0
10721,8254405,manhattan,harlem,26856159,259
10722,8254640,brooklyn,bedford-stuyvesant,123713,0
10723,8254674,manhattan,noho,4910739,54
10724,8255329,brooklyn,bushwick,19963678,0
10725,8255464,brooklyn,sunset park,43534773,0
10726,8255964,brooklyn,crown heights,18183596,365
10727,8256749,brooklyn,bushwick,41514104,269
10728,8256930,brooklyn,park slope,5973406,282
10729,8257585,manhattan,greenwich village,41547419,0
10730,8257903,manhattan,kips bay,43549138,0
10731,8257999,manhattan,upper east side,37376980,0
10732,8265482,bronx,west farms,43583032,179
10733,8266287,manhattan,east village,32277262,0
10734,8266641,brooklyn,bedford-stuyvesant,43588775,307
10735,8266871,brooklyn,bedford-stuyvesant,983006,0
10736,8266933,brooklyn,downtown brooklyn,32492147,0
10737,8266969,queens,astoria,43590457,0
10738,8267425,queens,ridgewood,21148770,0
10739,8268465,manhattan,harlem,43600713,188
10740,8268849,manhattan,soho,43599290,276
10741,8269241,brooklyn,crown heights,22384027,159
10742,8269318,brooklyn,crown heights,22384027,33
10743,8269681,manhattan,east harlem,43601551,325
10744,8270710,brooklyn,windsor terrace,3959655,65
10745,8272122,queens,astoria,2417692,61
10746,8272327,brooklyn,cobble hill,38465372,135
10747,8272749,brooklyn,brooklyn heights,25728891,231
10748,8272818,brooklyn,bedford-stuyvesant,179246,48
10749,8274113,brooklyn,bedford-stuyvesant,1804684,266
10750,8274440,manhattan,harlem,43628713,362
10751,8274516,manhattan,upper west side,16805656,263
10752,8274711,manhattan,harlem,1017231,1
10753,8274931,queens,astoria,43633040,0
10754,8275069,manhattan,upper east side,9597454,0
10755,8275331,bronx,williamsbridge,32379616,123
10756,8275346,brooklyn,borough park,43635876,90
10757,8275455,manhattan,inwood,424343,0
10758,8275676,staten island,great kills,43637999,325
10759,8276819,brooklyn,flatlands,43371802,364
10760,8276961,manhattan,hell's kitchen,43645608,37
10761,8281340,brooklyn,bedford-stuyvesant,21628945,0
10762,8281889,brooklyn,williamsburg,43669213,363
10763,8281967,manhattan,midtown,43669488,0
10764,8283627,manhattan,hell's kitchen,11428056,0
10765,8283646,manhattan,upper west side,21221987,0
10766,8283693,manhattan,morningside heights,15809410,0
10767,8285992,manhattan,east village,1181122,0
10768,8286139,manhattan,lower east side,10134825,0
10769,8286476,manhattan,east village,23936958,0
10770,8286494,brooklyn,greenpoint,43691297,0
10771,8286580,brooklyn,williamsburg,6112537,0
10772,8287001,brooklyn,flatbush,14796247,292
10773,8290210,brooklyn,greenpoint,41152325,0
10774,8290724,manhattan,west village,2857722,0
10775,8291897,brooklyn,sheepshead bay,43719073,342
10776,8292864,manhattan,east village,19194060,0
10777,8293281,brooklyn,prospect heights,634004,105
10778,8293802,manhattan,east village,3901962,0
10779,8294259,bronx,allerton,11305944,0
10780,8294525,brooklyn,bensonhurst,25266527,0
10781,8301159,manhattan,harlem,5164854,341
10782,8301850,brooklyn,bedford-stuyvesant,36955448,304
10783,8302680,brooklyn,williamsburg,3038856,0
10784,8303074,brooklyn,crown heights,5499953,365
10785,8303337,manhattan,morningside heights,8791857,102
10786,8304576,manhattan,financial district,14386700,0
10787,8304809,brooklyn,crown heights,43443842,172
10788,8305649,brooklyn,flatlands,43371802,365
10789,8306427,brooklyn,williamsburg,7784911,188
10790,8306839,manhattan,midtown,41007625,0
10791,8307946,manhattan,greenwich village,6502766,0
10792,8308683,brooklyn,cypress hills,10129919,256
10793,8308797,brooklyn,sheepshead bay,43719073,351
10794,8309474,brooklyn,williamsburg,51414,0
10795,8309731,manhattan,upper east side,43804373,0
10796,8311468,brooklyn,greenpoint,10023505,0
10797,8312148,manhattan,west village,8550571,0
10798,8313551,queens,sunnyside,5268758,234
10799,8316959,queens,ditmars steinway,41817016,87
10800,8319488,brooklyn,park slope,43126563,338
10801,8319784,manhattan,upper east side,30283594,273
10802,8320129,manhattan,upper east side,30283594,365
10803,8320702,manhattan,gramercy,39047190,0
10804,8321236,brooklyn,brownsville,4818113,116
10805,8321495,brooklyn,williamsburg,30866347,0
10806,8322478,brooklyn,bedford-stuyvesant,5008870,242
10807,8323015,brooklyn,east flatbush,43876308,93
10808,8323765,manhattan,east village,14156051,0
10809,8324941,bronx,pelham bay,43885876,364
10810,8325605,brooklyn,greenpoint,43889585,0
10811,8326389,manhattan,harlem,43893277,61
10812,8326753,manhattan,theater district,34934128,0
10813,8327302,brooklyn,flatbush,43897442,334
10814,8327773,brooklyn,bedford-stuyvesant,6444987,262
10815,8328900,brooklyn,bedford-stuyvesant,890425,0
10816,8334574,manhattan,east village,5283853,28
10817,8335539,brooklyn,bushwick,12720552,365
10818,8335547,manhattan,east village,1237358,0
10819,8337597,brooklyn,clinton hill,43949321,0
10820,8338312,brooklyn,prospect heights,1854179,0
10821,8339036,brooklyn,midwood,11995451,217
10822,8339140,manhattan,chinatown,43956548,350
10823,8340381,manhattan,washington heights,20990447,0
10824,8340665,manhattan,upper east side,43964253,0
10825,8341556,manhattan,harlem,43298076,72
10826,8341669,manhattan,upper west side,43969051,0
10827,8341919,queens,long island city,43945071,365
10828,8342009,queens,long island city,43375242,89
10829,8342053,manhattan,chelsea,26012172,0
10830,8342200,manhattan,upper west side,37131217,0
10831,8342917,manhattan,harlem,43976299,0
10832,8343222,staten island,silver lake,43977828,324
10833,8347980,manhattan,east village,4230646,0
10834,8348832,brooklyn,bushwick,15756065,0
10835,8353055,brooklyn,south slope,619330,0
10836,8354383,manhattan,gramercy,38204730,30
10837,8355713,brooklyn,crown heights,44042396,0
10838,8355794,manhattan,upper west side,15833732,0
10839,8356955,manhattan,harlem,30460662,0
10840,8357147,brooklyn,williamsburg,33874814,6
10841,8358047,manhattan,harlem,44050884,0
10842,8361443,manhattan,upper east side,10618178,0
10843,8362098,brooklyn,sunset park,2128335,0
10844,8364733,manhattan,washington heights,44087298,0
10845,8364979,brooklyn,williamsburg,8489997,280
10846,8365647,bronx,riverdale,10024006,0
10847,8367125,queens,elmhurst,44099001,0
10848,8367271,brooklyn,fort greene,2477248,0
10849,8367486,manhattan,upper west side,44096608,105
10850,8368708,queens,astoria,20413250,0
10851,8368794,manhattan,chelsea,4167576,256
10852,8368928,manhattan,murray hill,15789077,0
10853,8368973,brooklyn,prospect-lefferts gardens,28916226,0
10854,8369401,brooklyn,windsor terrace,31104953,0
10855,8369701,brooklyn,flatlands,43371802,365
10856,8369857,brooklyn,flatlands,43371802,180
10857,8369895,manhattan,chelsea,40376473,221
10858,8370236,brooklyn,flatbush,44107591,286
10859,8371626,manhattan,upper west side,44123353,0
10860,8372368,brooklyn,bedford-stuyvesant,27708645,342
10861,8372650,manhattan,midtown,25360921,0
10862,8373265,manhattan,harlem,15094887,0
10863,8381173,manhattan,hell's kitchen,19838610,0
10864,8381381,manhattan,hell's kitchen,2284111,0
10865,8381953,manhattan,harlem,44171084,247
10866,8382660,brooklyn,bay ridge,44170892,281
10867,8385108,manhattan,harlem,2448006,349
10868,8385284,brooklyn,bushwick,13501341,0
10869,8386220,bronx,highbridge,2422554,0
10870,8386889,manhattan,east village,44193702,0
10871,8387244,brooklyn,bedford-stuyvesant,26909087,0
10872,8387338,staten island,tompkinsville,44195923,0
10873,8388278,brooklyn,williamsburg,25370219,0
10874,8388776,manhattan,chelsea,2227376,0
10875,8388864,brooklyn,boerum hill,36688169,325
10876,8389259,manhattan,upper east side,23968798,188
10877,8389302,brooklyn,fort greene,4168247,188
10878,8389603,manhattan,east harlem,32588705,0
10879,8390906,manhattan,east village,10953390,0
10880,8391035,manhattan,washington heights,2321776,0
10881,8391096,manhattan,upper east side,5338040,341
10882,8392929,brooklyn,sunset park,1182180,160
10883,8398120,brooklyn,williamsburg,17871237,0
10884,8398566,manhattan,upper west side,43779028,0
10885,8398955,queens,east elmhurst,31851704,1
10886,8400115,brooklyn,greenpoint,43768534,0
10887,8401484,brooklyn,williamsburg,1278978,0
10888,8401620,manhattan,upper west side,44262118,0
10889,8402207,bronx,soundview,44260966,108
10890,8402882,brooklyn,bedford-stuyvesant,3687880,0
10891,8403327,brooklyn,williamsburg,15928518,0
10892,8404181,brooklyn,crown heights,44273727,0
10893,8404499,brooklyn,williamsburg,6630320,0
10894,8405978,manhattan,financial district,15807888,0
10895,8407092,queens,ridgewood,9684993,0
10896,8407577,manhattan,hell's kitchen,44206893,188
10897,8407963,manhattan,midtown,1938669,7
10898,8408695,queens,sunnyside,10181589,0
10899,8408853,brooklyn,williamsburg,6112537,0
10900,8409178,manhattan,midtown,25802929,265
10901,8409246,manhattan,east village,3266068,0
10902,8409459,brooklyn,greenpoint,43108922,277
10903,8410347,manhattan,washington heights,44303500,0
10904,8410796,manhattan,east village,26389845,0
10905,8411164,manhattan,hell's kitchen,19939430,364
10906,8411226,manhattan,harlem,44308521,0
10907,8411390,manhattan,upper west side,9247072,0
10908,8412352,brooklyn,crown heights,44314131,0
10909,8414314,brooklyn,williamsburg,44322686,35
10910,8416015,queens,jackson heights,44329555,195
10911,8416681,manhattan,lower east side,6722310,0
10912,8419475,brooklyn,bushwick,44344360,0
10913,8420572,brooklyn,bushwick,44347591,0
10914,8420870,manhattan,gramercy,44350279,270
10915,8421771,brooklyn,greenpoint,44343181,0
10916,8422085,brooklyn,bedford-stuyvesant,9996343,0
10917,8423636,brooklyn,crown heights,31230100,161
10918,8423666,queens,bellerose,44361695,222
10919,8424350,manhattan,hell's kitchen,41808609,0
10920,8425148,manhattan,lower east side,21940002,0
10921,8425657,brooklyn,clinton hill,3404110,0
10922,8426309,brooklyn,clinton hill,14564141,0
10923,8426584,brooklyn,prospect-lefferts gardens,5354888,233
10924,8426874,manhattan,east village,17853061,0
10925,8427028,manhattan,hell's kitchen,17473615,0
10926,8427638,manhattan,upper west side,9036787,207
10927,8427707,manhattan,midtown,44382810,0
10928,8427772,manhattan,harlem,21737404,0
10929,8428777,manhattan,washington heights,1905482,0
10930,8431626,brooklyn,bedford-stuyvesant,44398705,157
10931,8431906,brooklyn,bedford-stuyvesant,44398705,50
10932,8431998,queens,ridgewood,2945143,0
10933,8435067,manhattan,chinatown,18830662,0
10934,8438775,manhattan,upper west side,41042927,32
10935,8439030,manhattan,murray hill,44433249,0
10936,8439145,manhattan,midtown,7654837,14
10937,8439191,brooklyn,williamsburg,2761047,0
10938,8439758,manhattan,east village,44436646,0
10939,8440352,manhattan,lower east side,7137049,41
10940,8441969,queens,astoria,1411399,323
10941,8442642,queens,astoria,1411399,138
10942,8442997,manhattan,washington heights,18418581,364
10943,8444013,brooklyn,crown heights,11625123,0
10944,8444115,manhattan,lower east side,15231059,297
10945,8444227,manhattan,soho,44457589,9
10946,8444619,manhattan,upper east side,4821374,186
10947,8444730,manhattan,greenwich village,44460139,0
10948,8445883,manhattan,east village,20123860,0
10949,8446914,manhattan,inwood,36573037,164
10950,8450523,manhattan,upper west side,39921605,188
10951,8454886,brooklyn,crown heights,16954469,364
10952,8455561,manhattan,east harlem,17607789,0
10953,8456825,brooklyn,bushwick,44516268,183
10954,8458505,brooklyn,east flatbush,44506171,348
10955,8458863,manhattan,upper east side,44086736,0
10956,8458966,manhattan,upper east side,24559181,351
10957,8459183,manhattan,lower east side,3256433,4
10958,8459687,brooklyn,park slope,3626916,0
10959,8459744,queens,east elmhurst,30791331,331
10960,8460304,manhattan,midtown,44534342,302
10961,8467862,manhattan,tribeca,35302724,0
10962,8467950,manhattan,civic center,44593150,0
10963,8468180,manhattan,upper west side,44593642,0
10964,8468662,manhattan,upper west side,19244346,0
10965,8468835,brooklyn,bedford-stuyvesant,6518093,0
10966,8470281,manhattan,harlem,31469635,363
10967,8470974,manhattan,chelsea,2742979,0
10968,8471063,manhattan,kips bay,14817413,0
10969,8472069,brooklyn,williamsburg,3826160,232
10970,8472812,queens,astoria,9295237,0
10971,8472997,queens,long island city,3191699,0
10972,8473532,brooklyn,crown heights,44623374,0
10973,8473623,brooklyn,williamsburg,5803786,0
10974,8473811,brooklyn,bedford-stuyvesant,36889012,359
10975,8474260,manhattan,morningside heights,40696448,0
10976,8474806,manhattan,harlem,44630169,0
10977,8474859,brooklyn,columbia st,44631190,356
10978,8479799,manhattan,upper west side,44660079,20
10979,8480087,manhattan,upper west side,44660079,70
10980,8481074,manhattan,east village,44666806,0
10981,8482165,queens,astoria,32833549,363
10982,8482952,manhattan,west village,44675456,0
10983,8483688,brooklyn,bedford-stuyvesant,9246269,0
10984,8484152,brooklyn,williamsburg,26443890,0
10985,8485057,brooklyn,sunset park,10364617,0
10986,8485529,manhattan,upper east side,30376992,0
10987,8485571,manhattan,upper east side,5805675,0
10988,8485671,manhattan,gramercy,29821368,0
10989,8486828,brooklyn,bedford-stuyvesant,44697034,0
10990,8486946,brooklyn,bushwick,39769788,0
10991,8488615,manhattan,upper east side,3969780,0
10992,8496270,manhattan,hell's kitchen,44742061,0
10993,8496622,manhattan,chinatown,29408645,18
10994,8498323,manhattan,upper east side,44751629,0
10995,8498885,manhattan,lower east side,32583045,0
10996,8498999,manhattan,harlem,44754726,0
10997,8499719,queens,astoria,3501090,324
10998,8501589,manhattan,lower east side,28783846,0
10999,8501697,queens,elmhurst,938086,0
11000,8501823,brooklyn,bushwick,17530762,0
11001,8502814,brooklyn,flatbush,8636732,0
11002,8503064,brooklyn,bushwick,17028800,0
11003,8503280,brooklyn,bushwick,25913948,0
11004,8504231,manhattan,upper west side,44779572,0
11005,8504263,manhattan,east village,38361857,0
11006,8504666,brooklyn,bedford-stuyvesant,44782700,354
11007,8504873,manhattan,east village,20338412,62
11008,8505781,queens,jamaica,43220439,314
11009,8505892,manhattan,lower east side,11241345,0
11010,8506167,brooklyn,kensington,44791079,0
11011,8506745,brooklyn,bedford-stuyvesant,44037475,53
11012,8506757,brooklyn,brooklyn heights,3599579,26
11013,8506867,manhattan,upper west side,258023,0
11014,8507219,queens,astoria,20985328,249
11015,8507643,queens,astoria,5557052,0
11016,8507768,manhattan,upper east side,436365,345
11017,8511404,manhattan,chinatown,21180293,28
11018,8513839,brooklyn,williamsburg,2876700,0
11019,8515213,manhattan,theater district,44837740,0
11020,8516438,manhattan,east village,32768581,12
11021,8518051,bronx,clason point,44850669,324
11022,8518280,brooklyn,williamsburg,4264360,0
11023,8518878,brooklyn,bushwick,4277248,0
11024,8519400,manhattan,chelsea,44857362,0
11025,8520094,manhattan,east village,44862166,349
11026,8520667,brooklyn,bushwick,9864136,365
11027,8520836,manhattan,chelsea,44866282,0
11028,8521188,manhattan,hell's kitchen,684398,0
11029,8521692,manhattan,east village,3321346,58
11030,8522395,brooklyn,bedford-stuyvesant,21014758,117
11031,8522756,manhattan,east village,44875359,0
11032,8522933,brooklyn,flatbush,44018877,265
11033,8523688,brooklyn,williamsburg,12649916,0
11034,8523742,manhattan,harlem,44881523,0
11035,8523910,manhattan,east village,44882587,0
11036,8525172,manhattan,upper east side,44887928,333
11037,8525292,brooklyn,williamsburg,44225290,0
11038,8525477,queens,richmond hill,22420999,344
11039,8530517,brooklyn,sunset park,16437254,362
11040,8531441,manhattan,midtown,11234583,0
11041,8532128,manhattan,upper east side,44923714,0
11042,8532358,brooklyn,crown heights,44924968,354
11043,8532763,brooklyn,boerum hill,44924546,5
11044,8532876,manhattan,upper west side,34021565,0
11045,8533225,brooklyn,bushwick,1420715,231
11046,8533457,queens,jamaica,44924379,349
11047,8534267,brooklyn,east flatbush,27974952,360
11048,8534893,manhattan,east village,406843,131
11049,8535125,queens,astoria,44932338,318
11050,8535332,manhattan,lower east side,32289994,0
11051,8535434,manhattan,soho,19100918,320
11052,8536270,manhattan,murray hill,44941648,249
11053,8536679,manhattan,east village,44875359,0
11054,8537400,manhattan,hell's kitchen,43523900,0
11055,8538077,brooklyn,cobble hill,44950182,0
11056,8538668,manhattan,murray hill,6193870,0
11057,8539830,brooklyn,greenpoint,1841463,0
11058,8540941,queens,sunnyside,6653707,0
11059,8541831,manhattan,chelsea,44967011,0
11060,8541991,brooklyn,midwood,27615247,27
11061,8542461,queens,howard beach,14046692,0
11062,8547335,brooklyn,bedford-stuyvesant,44992001,0
11063,8547630,brooklyn,williamsburg,44996314,0
11064,8547691,manhattan,hell's kitchen,44996501,42
11065,8548971,manhattan,east village,23296023,0
11066,8549497,brooklyn,greenpoint,45003774,189
11067,8550041,manhattan,upper west side,22910743,0
11068,8551866,manhattan,chelsea,45016174,0
11069,8552070,brooklyn,greenpoint,3656083,159
11070,8553197,brooklyn,prospect-lefferts gardens,1603471,0
11071,8553287,manhattan,east village,45023742,0
11072,8554425,manhattan,chelsea,45029559,0
11073,8555250,manhattan,theater district,45033175,29
11074,8555411,manhattan,upper east side,45033715,0
11075,8555872,brooklyn,boerum hill,44924546,4
11076,8558627,brooklyn,cypress hills,45045974,248
11077,8563025,manhattan,hell's kitchen,13313020,0
11078,8563124,manhattan,nolita,25170062,0
11079,8564804,brooklyn,crown heights,24632224,0
11080,8566656,manhattan,harlem,6178560,0
11081,8568094,manhattan,harlem,45093051,365
11082,8568363,brooklyn,sheepshead bay,45094827,0
11083,8569534,manhattan,east village,45100854,0
11084,8569922,brooklyn,williamsburg,3062365,0
11085,8571594,brooklyn,bedford-stuyvesant,45112353,242
11086,8576773,manhattan,west village,6926778,88
11087,8577949,brooklyn,flatbush,11623096,0
11088,8582762,brooklyn,greenpoint,45082108,0
11089,8583175,manhattan,harlem,28272799,0
11090,8588016,brooklyn,prospect-lefferts gardens,45197192,0
11091,8588357,brooklyn,williamsburg,2636827,0
11092,8588390,manhattan,harlem,10312377,0
11093,8588621,brooklyn,crown heights,25889382,268
11094,8589299,manhattan,tribeca,45203510,0
11095,8589444,brooklyn,williamsburg,45204053,359
11096,8589668,manhattan,chinatown,32228,0
11097,8589729,staten island,st. george,45201692,258
11098,8590198,brooklyn,crown heights,32792372,0
11099,8590275,manhattan,hell's kitchen,45208389,0
11100,8590777,manhattan,east village,6346333,0
11101,8593656,manhattan,east harlem,45226022,60
11102,8593798,brooklyn,crown heights,45226868,343
11103,8594833,brooklyn,red hook,9737872,0
11104,8595036,queens,astoria,45232769,67
11105,8595149,manhattan,upper east side,45231777,36
11106,8595191,manhattan,greenwich village,19564640,0
11107,8595346,brooklyn,brooklyn heights,642004,0
11108,8595349,manhattan,east village,6346333,0
11109,8595394,brooklyn,clinton hill,6424258,0
11110,8597141,queens,woodside,43908809,65
11111,8597265,brooklyn,williamsburg,43298844,0
11112,8603083,brooklyn,park slope,21734605,0
11113,8605739,brooklyn,bushwick,3210447,0
11114,8608243,brooklyn,downtown brooklyn,28781526,74
11115,8608841,brooklyn,williamsburg,17258663,0
11116,8609130,manhattan,soho,2520559,55
11117,8609779,brooklyn,bedford-stuyvesant,4586854,221
11118,8610093,manhattan,morningside heights,45295976,0
11119,8611817,manhattan,harlem,45303998,30
11120,8612715,queens,astoria,20985328,36
11121,8613175,manhattan,hell's kitchen,27018630,118
11122,8614125,manhattan,upper west side,45315085,0
11123,8614204,brooklyn,prospect-lefferts gardens,1367316,279
11124,8614790,brooklyn,park slope,45318624,0
11125,8614862,manhattan,washington heights,6272317,0
11126,8615012,queens,corona,44620317,362
11127,8615062,manhattan,west village,45319781,305
11128,8615333,brooklyn,williamsburg,14035150,0
11129,8615681,brooklyn,bedford-stuyvesant,3699016,0
11130,8616102,manhattan,upper east side,13487080,0
11131,8616888,brooklyn,crown heights,9209820,261
11132,8620134,manhattan,upper east side,17428203,23
11133,8621113,manhattan,lower east side,4308094,0
11134,8621133,manhattan,lower east side,41420696,88
11135,8622301,queens,astoria,45354224,298
11136,8622987,manhattan,financial district,4228414,0
11137,8623370,queens,queens village,45359132,317
11138,8623922,brooklyn,red hook,11796122,0
11139,8624104,brooklyn,flatbush,45293333,249
11140,8627561,brooklyn,carroll gardens,17286936,271
11141,8627973,queens,elmhurst,19303369,30
11142,8628425,brooklyn,park slope,4481005,283
11143,8628970,brooklyn,bedford-stuyvesant,45383901,0
11144,8629187,manhattan,kips bay,200782,0
11145,8630185,brooklyn,greenpoint,28709982,76
11146,8630560,manhattan,upper west side,33200173,4
11147,8630662,manhattan,east village,45391169,363
11148,8630853,manhattan,east village,27504587,0
11149,8631355,brooklyn,crown heights,19480603,0
11150,8632393,brooklyn,williamsburg,4920604,0
11151,8634024,brooklyn,williamsburg,45399701,0
11152,8634515,manhattan,harlem,24188973,66
11153,8635363,manhattan,upper east side,20008462,0
11154,8635762,queens,queens village,45404928,346
11155,8635964,brooklyn,williamsburg,2568318,0
11156,8636811,manhattan,harlem,45329725,0
11157,8642428,manhattan,east village,45433475,0
11158,8642982,brooklyn,bedford-stuyvesant,13440686,0
11159,8643939,manhattan,upper east side,32970856,0
11160,8646618,queens,astoria,10164435,11
11161,8647773,brooklyn,park slope,7374372,268
11162,8648134,brooklyn,bedford-stuyvesant,15954226,0
11163,8648818,queens,astoria,2591842,5
11164,8649144,brooklyn,williamsburg,8733761,0
11165,8649999,queens,jackson heights,45464080,249
11166,8650076,manhattan,financial district,9094952,0
11167,8650119,brooklyn,bay ridge,8137499,363
11168,8650854,manhattan,washington heights,21508828,249
11169,8651132,brooklyn,crown heights,9917136,67
11170,8651887,manhattan,washington heights,45471621,199
11171,8652556,brooklyn,boerum hill,44924546,0
11172,8652653,brooklyn,greenpoint,21169602,0
11173,8652729,manhattan,harlem,4154037,276
11174,8652866,brooklyn,boerum hill,44924546,0
11175,8653449,queens,jackson heights,31598220,0
11176,8653999,manhattan,upper west side,43219894,0
11177,8654929,brooklyn,bushwick,39031994,34
11178,8662518,brooklyn,bay ridge,24856634,291
11179,8662610,brooklyn,bedford-stuyvesant,45513630,0
11180,8662997,brooklyn,williamsburg,45468039,13
11181,8663101,manhattan,upper west side,45516192,279
11182,8663831,queens,long island city,16339935,0
11183,8664611,staten island,randall manor,45519775,310
11184,8664615,queens,astoria,45446889,0
11185,8664721,manhattan,midtown,23073564,0
11186,8664965,brooklyn,sheepshead bay,43719073,351
11187,8665047,manhattan,east village,17074459,0
11188,8665778,brooklyn,bushwick,22044830,0
11189,8667280,brooklyn,sunset park,31876150,38
11190,8667450,brooklyn,bushwick,45533710,0
11191,8668115,brooklyn,crown heights,8996336,365
11192,8668418,manhattan,hell's kitchen,22251283,37
11193,8668701,brooklyn,park slope,11540159,0
11194,8668932,brooklyn,crown heights,10595966,0
11195,8671663,staten island,concord,45550171,333
11196,8671786,brooklyn,williamsburg,6639602,0
11197,8672280,manhattan,midtown,4068325,1
11198,8673141,bronx,morrisania,45557152,0
11199,8676240,manhattan,washington heights,27973696,0
11200,8679596,manhattan,hell's kitchen,4360949,0
11201,8680417,manhattan,washington heights,12190039,0
11202,8681709,manhattan,kips bay,1644914,0
11203,8681776,queens,ditmars steinway,17794638,0
11204,8682875,manhattan,upper east side,45595980,52
11205,8683432,manhattan,hell's kitchen,45598282,0
11206,8683482,brooklyn,williamsburg,45598132,0
11207,8683610,manhattan,tribeca,28518140,0
11208,8683858,queens,flushing,45600001,76
11209,8684074,queens,laurelton,45601111,189
11210,8684082,manhattan,hell's kitchen,45598282,0
11211,8684292,manhattan,hell's kitchen,45601660,0
11212,8684886,brooklyn,south slope,45604174,177
